LEE v. KEMNA, 00-6933|00-6933|Failure of a criminal defendant to make a written motion for continuance under Missouri Court Rule 24.09 does not constitute adequate state grounds to deny federal habeas review, where original denial was not based on this ground and was not strictly observed.
KANSAS v. CRANE, 00-957|00-957|A state must show that a sexual offender lacks some ability to control his violent behavior to justify confining him under its sexually violent predator laws.
NAT'L CABLE & TELECOMM. ASS'N, INC. v. GULF POWER CO., 00-832|00-832|47 USC 224(b) of the Pole Attachments Act, which requires the Federal Communications Commission to set reasonable rates for attachments to telephone and electric poles, also applies to attachments that provide high-speed Internet access at the same time as cable television.
US v. ARVIZU, 00-1519|00-1519|Under the totality of the circumstances test for investigatory stops, an officer may rely on combination of otherwise innocent observations to briefly pull over a suspect vehicle.
THOMAS v. CHICAGO PARK DIST., 00-1249|00-1249|A content-neutral permit scheme regulating uses of a public forum need not have procedural safeguards required for subject matter speech regulations.
EQUAL EMPLOYMENT OPPORTUNITY COMM'N v. WAFFLE HOUSE, INC., 99-1823|99-1823|Arbitration agreement between employer and employee for employment related disputes does not preclude the EEOC from seeking judicial relief on the employee's behalf.
CHAO v. MALLARD BAY DRILLING, INC., 00-927|00-927|"Coast Guard's refusal to regulate working conditions on ""uninspected vessels"" does not preclude OSHA regulations on those vessels."
KELLY v. S. CAROLINA, 00-9280|00-9280|Evidence of defendant's violent conduct in prison is relevant to issue of defendant's future danger to society in death penalty cases, such that defendant is entitled to a jury instruction of life in prison without parole as an alternative.
GREAT-WEST LIFE & ANNUITY INS. CO. v. KNUDSON, 99-1786|99-1786|Section 502(a)(3) of ERISA does not allow an employee health plan to seek to impose personal contractual liability on a plan beneficiary under the plan's reimbursement provision, because such relief is legal rather than equitable.
DUSENBERY v. US, 00-6567|00-6567|In an asset forfeiture proceeding, where the government sends notice of forfeiture proceeding by certified mail to prisoner in prison that has a system for delivering mail to inmates, due process is satisfied.
TOYOTA MOTOR MFG., KENTUCKY, INC. v. WILLIAMS, 00-1089.html|00-1089.html|"To be ""substantially limited in a major life activity"" under the Americans with Disabilities Act, an individual must have an impairment that prevents or severely restricts activities that are of central importance to most people's daily lives rather than just to a particular job."
RAYGOR v. REGENTS OF THE UNIV. OF MINNESOTA, 00-1514|00-1514|The federal supplemental jurisdiction statute, 28 U.S.C. section 1367, will not toll the statute of limitations for state law claims made against nonconsenting state defendants that are dismissed on Eleventh Amendment grounds.
SWIERKIEWICZ v. SOREMA N.A., 00-1853|00-1853|"An employment discrimination complaint need not contain specific facts establishing a prima facie case under the framework set forth in McDonnell Douglas Corp. v. Green, 411 U.S. 792, 802, but instead must contain only ""a short and plain statement of the claim showing that the pleader is entitled to relief"" per Fed. R. Civ. Proc. 8(a)(2)."
