Sebelius v. Auburn Regional Medical Center, 11-1231| 11-1231|In challenge by hospitals to Medicare's SSI fraction calculation, which affects the reimbursement amount health care providers receive for inpatient services rendered to Medicare beneficiaries and any upward adjustment for serving a disproportionate number of low-income patients, judgment allowing administrative appeal made 10 years after the determination, is reversed and remanded, where: 1) the 180-day limitation in section 42 USC 1395oo(a)(3) is not jurisdictional; 2) the Secretary reasonably construed the statute to permit a regulation extending the time for a provider's appeal to the Provider Reimbursement Review Board to three years; and 3) the presumption in favor of equitable tolling does not apply to administrative appeals of the kind here at issue.
Lozman v. City of Riviera Beach, 11-626| 11-626|"In admiralty suit in rem against floating home, judgment that the floating home was a ""vessel"" under 1 U.S.C. section 3 and award of damages to plaintiff-city are reversed where: 1) the case is not moot; 2) the floating home is not a vessel under 1 U.S.C. section 3 because a reasonable observer, looking to the home's physical characteristics and activities, would not consider it to be designed to any practical degree for carrying people or things on water."
Already, LLC v. Nike, Inc., 11-982| 11-982|In trademark infringement and invalidity dispute, judgment dismissing suit as moot is affirmed, where: 1) under the voluntary cessation doctrine, Nike met its burden of showing that the challenged conduct cannot reasonably be expected to occur; 2) the Covenant Not to Sue issued by Nike is irrevocable and unconditional, and prevents any claim or demand; 3) Already has not demonstrated any intent to design or market a shoe that would expose it to any prospect of infringement liability; and 4) remand in this case would serve no purpose.
Smith v. US, 11-8976| 11-8976|In appeal from conviction of conspiracy charges for role in illegal drug business, judgment is affirmed, where: 1) a criminal defendant bears the burden of proving withdrawal from a conspiracy regardless of when the purported withdrawal took place; 2) allocating the burden to defendant does not violate the Due Process clause; 3) Congress did not address in 21 U.S.C. section 846 or 18 U.S.C. section 1962(d) the burden of proof for withdrawal, and thus the common law rule that defendant bears the burden of proving affirmative defenses remains; and 4) the burden of proof does not change even when withdrawal is the basis for a statute-of-limitations defense.
Ryan v. Valencia Gonzales, 10-930| 10-930|In federal habeas corpus appeals, judgment of the Ninth Circuit is reversed and judgment of the Sixth Circuit is vacated and remanded, where: 1) the Courts of Appeals for the Ninth and Sixth Circuits both erred in holding that district courts must stay federal habeas proceedings when state prisoner-petitioners are adjudged incompetent; and 2) neither 18 U.S.C. section 3599 nor 18 U.S.C. section 4241 provides such a right.
Los Angeles County Flood Control Dist. v. Natural Resources Defense Council, Inc., 11-460| 11-460|In citizen suit against defendant-district brought under the Clean Water Act (CWA) for alleged violations of its permit to discharge storm water into navigable waters, judgment of the Ninth Circuit Court of Appeals holding the defendant-district liable for discharges is reversed, where the flow of water from an improved portion of a navigable waterway into an unimproved portion of the very same waterway does not qualify as a discharge of pollutants under the CWA.
Gabelli v. SEC, 11-1274| 11-1274|The five-year statute of limitations in 28 U.S.C. section 2462, the general statute of limitations for civil penalty actions, including an SEC enforcement action for civil penalties pursuant to the Investment Advisers Act that is at issue here, begins to run when the fraud occurs, not when it is discovered.
Amgen Inc. v. Connecticut Retirement Plans and Trust Funds, 11-1085| 11-1085|Although required to prevail on the merits, proof of materiality is not a prerequisite to certification of a securities-fraud class action seeking money damages for alleged violations of section 10(b) of the Securities Exchange Act and Securities and Exchange Commission Rule 10b–5.
Marx v. General Revenue Corp., 11-1175| 11-1175|A district court may award costs to prevailing defendants in Fair Debt Collection Practices Act (FDCPA) cases without finding that the plaintiff brought the case in bad faith and for the purpose of harassment, because 15 U.S.C. section 1692k(a)(3) of the FDCPA, which allows for an award of attorney's fees and costs when a party brings suit in bad faith, is not contrary to and does not displace a district court's discretion to award costs under Federal Rule of Civil Procedure 54(d)(1), which gives district courts discretion to award costs to prevailing defendants unless a federal statute provides otherwise.
Clapper v. Amnesty International USA, 11-1025| 11-1025|"Plaintiffs do not have Article III standing to challenge 50 U.S.C. section 1881a of the Foreign Intelligence Surveillance Act, which permits the Attorney General and the Director of National Intelligence to acquire foreign intelligence information by jointly authorizing the surveillance of individuals who are not United States persons and are reasonably believed to be located outside the U.S., where: 1) the standard for determining standing is that the threatened injury must be ""certainly impending"" to constitute injury in fact; 2) plaintiffs are U.S. persons whose work allegedly requires them to engage in sensitive international communications with individuals who they believe are likely targets of surveillance; 3) plaintiffs' standing theory rests on a speculative chain of possibilities that does not establish that their potential injury is certainly impending or is fairly traceable to section 1881a; and 4) plaintiffs cannot manufacture standing by choosing to make expenditures based on hypothetical future harm that is not certainly impending."
Gunn v. Minton, 11-1118| 11-1118|"28 U.S.C. section 1338(a), which provides federal district courts with exclusive jurisdiction over patent cases, does not deprive the state courts of subject matter jurisdiction over plaintiff's state law claim alleging legal malpractice in the handling of his patent case because the legal malpractice claim does not arise under federal patent law, where: 1) resolution of a federal patent question is ""necessary"" to plaintiff's case; 2) the federal issue of the experimental-use exception is also ""actually disputed"" here; but 3) the federal issue in this case is not substantial in the relevant sense; and 4) there is no serious federal interest in claiming the advantages thought to be inherent in a federal forum."
Henderson v. US, 11-9307| 11-9307|"An error is ""plain"" within the meaning of Federal Rule of Criminal Procedure Rule 52(b) so long as the error is plain at the time of appellate review, whether or not the law at the time of the trial judge's decision was settled or unsettled."
Johnson v. Williams, 11-465| 11-465|For purposes of 28 USC section 2254(d), which limits the relief a federal habeas court may grant to a state prisoner, when a state court rules against a defendant in an opinion that rejects some of the defendant's claims but does not expressly address a federal claim, a federal habeas court must presume, subject to rebuttal, that the federal claim was adjudicated on the merits, and here: 1) the federal claim at issue here (a Sixth Amendment jury trial claim) must be presumed to have been adjudicated on the merits by the California courts; 2) this presumption was not adequately rebutted; 3) the restrictive standard of review set out in section 2254(d)(2) consequently applies; and 4) under that standard defendant is not entitled to habeas relief.
