Kennedy v. Plan Admin. for DuPont Savings & Inv. Plan, 07-636|07-636|In an ERISA case involving the Act's limitation on assignment or alienation of benefits, and a divorced spouse's purported waiver of her entitlement to benefits, the Supreme Court rules in favor of ERISA plan administrator that had paid out benefits to former wife-designated beneficiary because: 1) although a waiver of the type at issue, i.e. a federal common law waiver embodied in a divorce decree that was not a qualified domestic relations order, is not rendered invalid by the text of the anti-alienation provision; nevertheless, 2) plan administrator properly disregarded the waiver due to its conflict with the beneficiary designation made by former husband in accordance with plan documents.
Van de Kamp v. Goldstein, 07-854|07-854|In the context of 42 U.S.C. section 1983 civil rights suits, a prosecutor's absolute immunity extends to claims that the prosecution failed to disclose impeachment material due to failure to: 1) properly train prosecutors; 2) properly supervise prosecutors; or 3) establish an information system containing potential impeachment material about informants.
Nelson v. US, 08-5657|08-5657|The Court re-emphasizes that its cases do not allow a sentencing court (as opposed to an appellate court) to presume that a sentence within the applicable Sentencing Guidelines range is reasonable. Here, the sentencing court clearly applied a presumption of reasonableness to petitioner's Guidelines range, and the circuit court erred in affirming the sentence.
Arizona v. Johnson, 07-1122|07-1122|"In a case involving the authority of police officers to ""stop and frisk"" a passenger in a motor vehicle after a traffic stop, the Court rules that: 1) the first condition of Terry v. Ohio, i.e. a lawful investigatory stop, is met whenever it is lawful for police to detain an automobile and its occupants pending inquiry into a vehicular violation; 2) police need not have, in addition, cause to believe any occupant of the vehicle is involved in criminal activity; and 3) to justify a pat-down of the driver or a passenger during a traffic stop, however, just as in the case of a pedestrian reasonably suspected of criminal activity, the police must harbor reasonable suspicion that the person subjected to the frisk is armed and dangerous."
US v. Eurodif S.A., 07-1059|07-1059|"In a case involving the propriety of the Commerce Department's treatment of certain transactions as sales of ""foreign merchandise"" subject to the Tariff Act's anti-dumping provision, 19 U.S.C. section 1673, the Court rules that the Commerce Department's treatment of certain imports of low enriched uranium as sales of goods (rather than ""services"") was a permissible interpretation and application of section 1673, despite the parties' contracts calling the transactions ""sales of uranium enrichment services""."
Crawford v. Metro. Gov't of Nashville, 06-1595|06-1595|The protection of Title VII of the Civil Rights Act of 1964, which forbids retaliation by employers against employees who report workplace race or gender discrimination, extends to an employee who speaks out about discrimination not on her own initiative, but in answering questions during an employer's internal investigation.
Locke v. Karass, 07-610|07-610|In a case involving circumstances where a local union charges nonmembers a service fee that (among other things) reflects an affiliation fee that the local union pays to its national union organization, a portion of which the national union uses to pay for litigation expenses incurred in large part on behalf of other local units, the Supreme Court rules that the Constitution permits including such an element in the local's charge to nonmembers as long as: 1) the subject matter of the extra-local litigation is of a kind that would be chargeable if the litigation were local; and 2) the litigation charge is reciprocal in nature.
Spears v. US, 08-5721|08-5721|In proceedings arising from the government's appeal of a sentence for conspiracy to distribute cocaine base and powder cocaine, a circuit court's ruling reversing a mandatory minimum sentence is reversed where district courts are entitled to reject and vary categorically from the crack-cocaine Sentencing Guidelines based on a policy disagreement with those Guidelines.
Pearson v. Callahan, 07-751|07-751|In a 42 U.S.C. section 1983 action against state law enforcement officers who conducted a warrantless search of plaintiff's house incident to his arrest for the sale of methamphetamine to an undercover informant (whom plaintiff had voluntarily admitted to the premises), a court of appeals ruling reversing a ruling that defendants were entitled to qualified immunity is reversed where: 1) the procedure the Supreme Court mandated in Saucier v. Katz, 533 U.S. 194 (2001), should not be regarded as an inflexible requirement; and 2) petitioners were entitled to qualified immunity on the ground that it was not clearly established at the time of the search that their conduct was unconstitutional.
Waddington v. Sarausad, 07-772|07-772|In a case arising from a fatal drive-by shooting of a group of students standing in front of a Seattle high school, grant of a petition for habeas relief from defendant's conviction for being an accomplice to second-degree murder, attempted murder, and assault is reversed where: 1) Washington courts reasonably concluded that the trial court's instruction to the jury regarding accomplice liability was not ambiguous; and 2) even were it ambiguous, the circuit court still erred in finding the instruction so ambiguous as to cause a federal constitutional violation.
Fitzgerald v. Barnstable Sch.Comm'n, 07-1125|07-1125|Title IX does not preclude an action under 42 U.S.C. section 1983 alleging unconstitutional gender discrimination in schools.
Herring v. US, 07-513|07-513|In circumstances where police mistakes leading to an unlawful search under the Fourth Amendment are the result of isolated negligence attenuated from the arrest, rather than systemic error or reckless disregard of constitutional requirements, the exclusionary rule does not apply.
Oregon v. Ice, 07-901|07-901|In the context of cases involving defendants who have been tried and convicted of multiple offenses, the Court rules that a state's practice of constraining judges' discretion by requiring them to find certain facts before imposing consecutive sentences, rather than concurrent sentences, does not violate the Sixth Amendment as construed in Apprendi v. New Jersey, 530 U. S. 466, 490, and Blakely v. Washington, 542 U. S. 296.
US v. Chambers, 06-11206|06-11206|"Illinois' crime of ""failure to report"" for penal confinement is not a ""violent felony"" for purposes of the Armed Career Criminal Act's (ACCA) 15-year mandatory prison term."
Jimenez v. Quarterman, 07-6984|07-6984|"Where a state court grants a criminal defendant the right to file an out-of-time direct appeal during state collateral review, but before the defendant has first sought federal habeas relief, his judgment is not yet ""final"" for purposes of 28 U. S. C. section 2244(d)(1)(A) (outlining the start date of the one-year limitations period for seeking review under the AEDPA). In such a case, ""the date on which the judgment became final by the conclusion of direct review or the expiration of the time for seeking such review"" must reflect the conclusion of the out-of-time direct appeal, or the expiration of the time for seeking review of that appeal."
