BELL v. CONE, 04-394|04-394|"A Court of Appeals's grant of a writ of habeas corpus to defendant, on the ground that the ""especially heinous, atrocious, or cruel"" aggravating circumstance found by the jury was unconstitutionally vague, was improper where it failed to accord to the state court the deference required by 28 U.S.C. section 2254(d)."
COMM'R v. BANKS, 03-892|03-892|In calculating federal income tax, when a litigant's recovery constitutes income, the litigant's income includes the portion of the recovery paid to the attorney as a contingent fee.
ILLINOIS v. CABALLES, 03-923|03-923|A dog sniff conducted during a lawful traffic stop, that reveals no information other than the location of a substance that no individual has any right to possess, does not violate the Fourth Amendment.
HOWELL v. MISSISSIPPI, 03-9560|03-9560|A writ of certiorari granted to plaintiff is dismissed where his allegations of Eighth and Fourteenth Amendment violations were not raised in the Supreme Court of Mississippi.
CLARK v. MARTINEZ, 03-878|03-878|Under immigration statute 8 U.S.C. section 1231(a)(6), the Secretary of Homeland Security may detain inadmissible aliens beyond the 90-day removal period, but only for so long as is reasonably necessary to achieve removal.
JAMA v. IMMIGRATION AND CUSTOMS ENFORCEMENT, 03-674|03-674|Title 8 U.S.C. section 1231(b)(2), which prescribes the procedure for selecting the country to which an alien ineligible to remain in the U.S. will be removed, permits an alien to be removed to a country without the advance consent of that country's government.
US v. BOOKER, 04-104|04-104|The Federal Sentencing Guidelines limit the severity of the sentence that a judge can lawfully impose on a defendant to the facts found by the jury at trial.
WHITFIELD v. US, 03-1293|03-1293|Conviction for conspiracy to commit money laundering, in violation of 18 U.S.C. section 1956(h), does not require proof of an overt act in furtherance of the conspiracy.
JOHNSON v. CALIFORNIA, 03-636|03-636|Strict scrutiny is the proper standard of review for an equal protection challenge to the California Department of Corrections' unwritten policy of racially segregating prisoners in double cells upon entering a new correctional facility.
STEWART v. DUTRA CONSTR. CO., 03-814|03-814|"A dredge, which is a floating platform used to remove silt from the ocean floor, is a ""vessel"" for purposes of the Longshore and Harbor Workers' Compensation Act."
SMITH v. MASSACHUSETTS, 03-8661|03-8661|Under the Double Jeopardy Clause, a judge's acquittal of a defendant, midway through a jury trial, precludes the judge from reconsidering that acquittal later in the trial.
Exxon Mobil Corp. v. Saudi Basic Indus., 03-1696|03-1696|The Rooker-Feldman doctrine is confined to cases brought by state-court losers complaining of injuries caused by state-court judgments rendered before the district court proceedings commenced and inviting district court review and rejection of those judgments.
Smith v. City of Jackson, Mississippi, 03-1160|03-1160|"Although the ""disparate-impact"" theory of recovery, for cases brought under Title VII of the Civil Rights Act of 1964, is cognizable under the Age Discrimination in Employment Act of 1967, the disparate-impact theory's scope is narrower under the ADEA than under Title VII."
Rhines v. Weber, 03-9046|03-9046|A district court has discretion to stay a mixed petition for habeas relief to allow a petitioner to present his unexhausted claims to the state court in the first instance, and then to return to federal court for review of his perfected petition.
City of Sherrill v. Oneida Indian Nation of N.Y., 03-855|03-855|Defendant-Indian Tribe's reacquisition of historic reservation land does not prohibit the imposition of property taxes since defendant cannot unilaterally revive its ancient sovereignty over the parcels at issue.
Jackson v. Birmingham Bd. of Educ., 02-1672|02-1672|Title IX's private right of action encompasses claims of retaliation against an individual because he has complained about sex discrimination.
Brown v. Payton, 03-1039|03-1039|The grant of habeas relief to defendant is reversed where the Ninth Circuit's decision was contrary to the limits on federal habeas review imposed by the Antiterrorism and Effective Death Penalty Act.
City of Rancho Palos Verdes v. Abrams, 03-1601|03-1601|An individual may not enforce the limitations on local zoning authority, set forth in section 332(c)(7) of the Communications Act, through an action under 42 U.S.C. section 1983.
Muehler v. Mena, 03-1423|03-1423|In a section 1983 suit, police officers' detention of defendant in handcuffs during the execution of a search warrant was reasonable and did not violate the Fourth Amendment.
WILKINSON v. DOTSON, 03-287|03-287|State prisoners may challenge the constitutionality of state parole procedures under a section 1983 action for declaratory and injunctive relief; they are not required to seek relief exclusively under the federal habeas corpus statutes.
BALLARD v. COMMISSIONER OF INTERNAL REVENUE, 03-184|03-184|The tax court may not exclude from the record on appeal Tax Court Rule 183(b) reports submitted by special trial judges.
SHEPARD v. US, 03-9168|03-9168|A court sentencing under the Armed Career Criminal Act may not look to police reports or complaint applications to determine whether an earlier guilty plea necessarily admitted, and supported a conviction for, generic burglary.
TENET v. DOE, 03-1395|03-1395|Plaintiffs' suit, asserting estoppel and due process claims for the CIA's alleged failure to provide them with financial assistance it had promised in return for their espionage services during the Cold War, is barred by Totten v. US, 92 U.S. 105 (1876), which prohibits suits against the Government based on covert espionage agreements.
