Burrage v. US, 12-7515| 12-7515|Defendant's conviction for unlawfully distributing heroin where death resulted from the use of that substance, which subjected him to a 20-year mandatory minimum sentence under the penalty enhancement provision of the Controlled Substances Act, is reversed and remanded, where at least where use of the drug distributed by the defendant is not an independently sufficient cause of the victim’s death or serious bodily injury, a defendant cannot be liable for penalty enhancement under the Controlled Substances Act unless such use is a but-for cause of the death or injury.
Sandifer v. United States Steel Corp., 12-417| 12-417|"Summary judgment to defendant-employer in a putative collective action under the Fair Labor Standards Act of 1938, seeking backpay for time spent donning and doffing pieces of protective gear that they assert defendant-employer requires workers to wear because of hazards at its steel plants is affirmed, where: 1) 29 U. S. C. section 203(o) allows parties to collectively bargain over whether time spent in changing clothes at the beginning or end of each workday must be compensated; and 2) the time plaintiffs spend donning and doffing their protective gear is not compensable by operation of section 203(o) because it qualifies as ""changing clothes"" under that section."
Air Wisconsin Airlines Corp. v. Hoeper, 12-315| 12-315|In a defamation action brought by plaintiff-terminated employee against defendant-airline for statements made to the Transportation Security Administration regarding their concerns involving the location of plaintiff's weapon and his stability upon his termination, judgment for plaintiff is reversed and remanded, where: 1) immunity may not be denied under the Aviation and Transportation Security Act (ATSA) to materially true statements; 2) under the correct material falsity analysis, defendant-airline is entitled to immunity as a matter of law.
Medtronic, Inc. v. Mirowski Family Ventures, LLC, 12-1128| 12-1128|"In a declaratory action brought by plaintiff-patent licensee against defendant-patent owner challenging defendant's assertion that certain of plaintiff's products infringed defendant's patents, the Federal Circuit's determination that plaintiff had the burden of proof is reversed and remanded, where: 1) the Federal Circuit had subject-matter jurisdiction because the action ""arises under"" federal patent law; but 2) when a licensee seeks a declaratory judgment against a patentee that its products do not infringe the licensed patent, the patentee bears the burden of persuasion on the issue of infringement; and thus, 3) the Federal Court erred in concluding that plaintiff had the burden of proof."
Ray Haluch Gravel Co. v. Central Pension Fund of Operating Engineers and Participating Employers, 12-992| 12-992|"In an action brought by various union-affiliated benefit funds to collect benefits contributions required to be paid under federal law, and for attorneys fees and costs, where the district court issued an order on June 17, 2011 on the merits of the contribution claim and a separate ruling on July 25 on plaintiffs' motion for fees and costs, plaintiffs' August 15, 2011 appeal of the June 17 decision was untimely, where: 1) a decision on the merits is a ""final decision"" for appeal purposes under 28 U.S.C. section 1291 even if the award or amount of attorney's fees for the litigation remains to be determined; and 2) whether the claim for attorney's fees is based on a statute, a contract, or both, the pendency of a ruling on an award for fees and costs does not prevent, as a general rule, the merits judgment from becoming final for purposes of appeal."
Mississippi ex rel. Hood v. AU Optronics Corp., 12-1036| 12-1036|"A suit filed by a State as the sole plaintiff does not constitutes a ""mass action"" under the Class Action Fairness Act (CAFA) where it includes a claim for restitution based on injuries suffered by the State's citizens, and here, because the State of Mississippi is the only named plaintiff in the instant action, the case must be remanded to state court."
Daimler AG v. Bauman, 11-965| 11-965|Defendant, a German public stock company, is not amenable to suit in California for injuries allegedly caused by conduct of its Argentinean subsidiary that took place entirely outside the United States.
Chadbourne & Parke LLP v. Troice, 12-79| 12-79|The Securities Litigation Uniform Standards Act of 1998 does not preclude the plaintiffs' state-law class actions, which allege that defendants helped Allen Stanford and his companies perpetrate a Ponzi scheme by falsely representing that uncovered securities (certificates of deposit in Stanford International Bank) that plaintiffs were purchasing were backed by covered securities.
US v. Apel, 12-1038| 12-1038|"Under 18 U. S. C. section 1382, which makes it a crime to reenter a ""military installation"" after having been ordered not to do so by any officer or person in command, the term ""military installation"" encompasses the commanding officer's area of responsibility, and includes Vandenberg Air Force Base's highways and protest area. The Ninth Circuit's holding otherwise is therefore vacated and remanded."
Walden v. Fiore, 12-574| 12-574|"In a tort action filed in Nevada arising out of allegations against a Georgia police officer who searched plaintiffs at a Georgia airport, seized a large amount of cash, and allegedly drafted a false probable cause affidavit in support of the funds' forfeiture, the Ninth Circuit Court of Appeals erred in concluding that the district could exercise personal jurisdiction over defendant, because defendant lacks the ""minimal contacts"" with Nevada that are a prerequisite to the exercise of jurisdiction over him."
