Cunningham v. California, 05-6551|05-6551|California's determinate sentencing law, by placing sentence-elevating factfinding within the judge's province, violates a defendant's right to trial by jury safe-guarded by the Sixth and Fourteenth Amendments.
Osborn v. Haley, 05-593|05-593|In the context of the Westfall Act, which accords federal employees absolute immunity from tort claims arising out of acts undertaken in the course of their official duties, the Attorney General's scope-of-employment certification is conclusive for purposes of removal. Once certification and removal are effected, exclusive competence to adjudicate the case resides in the federal court, and that court may not remand the suit to the state court. Also, Westfall Act certification is proper when a federal officer charged with misconduct asserts, and the Attorney General concludes, that the incident or episode in suit never occurred.
Jones v. Bock, 05-7058, 05-7142|05-7142|Procedural rules adopted by the Sixth Circuit and other lowers courts, designed to implement the Prison Litigation Reform Act's (PLRA) exhaustion requirement and to facilitate early judicial screening, are not required by the PLRA, and crafting and imposing them exceeded the proper limits on the judicial role.
Gonzales v. Duenas-Alvarez, 05-1629|05-1629|"In the context of 8 U.S.C. section 1101(a)(43)(G), which provides for removal from the United States of an alien convicted of ""a theft offense ... for which the term of imprisonment [is] at least one year,"" the term ""theft offense"" in the statute includes the crime of ""aiding and abetting"" a theft offense."
Norfolk Southern Railway Co. v. Sorrell, 05-746|05-746|In cases under the Federal Employers' Liability Act (FELA), railroad negligence and employee contributory negligence are governed by the same causation standard.
US v. Resendiz-Ponce, 05-998|05-998|The Ninth Circuit's reversal of respondent's conviction for illegally attempting to reenter the U.S. is reversed where the indictment at issue was not defective, and consequently, the Supreme Court did not need to answer the question of whether the omission of an element of a criminal offense from a federal indictment can constitute harmless error.
MedImmune, Inc. v. Genentech, Inc., 05-608|05-608|Dismissal of a drug manufacturer's patent and contract declaratory judgment action, for lack of subject-matter jurisdiction, is reversed where petitioner was not required, insofar as Article III is concerned, to break or terminate its 1997 license agreement before seeking a declaratory judgment in federal court that the underlying patent was invalid, unenforceable, or not infringed.
Burton v. Stewart, 05-9222|05-9222|Denial of a habeas petition challenging the constitutionality of petitioner's sentence under Apprendi is vacated where petitioner failed to comply with the gate-keeping requirements of 28 U. S. C. section 2244(b) and thus, the district court was deprived of jurisdiction to hear his claims in the first place. Consequently, the court did not answer the question on which it granted certiorari, specifically, whether the decision in Blakely v. Washington, 542 U. S. 296 (2004), announced a new rule and, if so, whether it applies retroactively on collateral review.
Marrama v. Citizens Bank of Massachusetts, 05-996|05-996|"In a bankruptcy case involving the issue of whether a debtor in a Chapter 7 proceeding, despite bad faith conduct, has an absolute right to convert under section 706(a) of the Bankruptcy Code, the Court rules that the courts in this case correctly held that the debtor forfeited his right to proceed under Chapter 13. The Court does not indicate with precision what conduct qualifies as ""bad faith"" sufficient to permit a bankruptcy judge to dismiss a Chapter 13 case or to deny conversion from Chapter 7, except to indicate the debtor's conduct must be atypical."
Wallace v. Kato, 05-1240|05-1240|The statute of limitations for a 42 U.S.C. section 1983 claim seeking damages for a false arrest in violation of the Fourth Amendment, where the arrest is followed by criminal proceedings, begins to run at the time the claimant becomes detained pursuant to legal process.
Weyerhauser Co. v. Ross-Simmons Hardwood Lumber Co., Inc., 05-381|05-381|In the antitrust context of Section 2 of the Sherman Act, the test the Court applied to claims of predatory pricing in Brooke Group Ltd. v. Brown & Williamson Tobacco Corp., 509 U.S. 209 (1993), also applies to claims of predatory bidding, which involves the exercise of market power on the buy side or input side of a market to drive the price of a critical input to high levels.
