SELLING v. YOUNG, 99-1185|99-1185|"Washington State's Community Protection Act of 1990 (Act), which authorizes the civil commitment of ""sexually violent predators,"" cannot be deemed punitive ""as applied"" to a single individual in violation of the Double Jeopardy and Ex Post Facto Clauses."
CITY NEWS & NOVELTY, INC. v. CITY OF WAUKESHA, 99-1680|99-1680|Where adult bookstore has ceased operations, controversy over whether a failure to relicense constitutes prior restraint of expression is moot.
Vasu's work, 99-1234|99-1234|Vasu's problem
LOPEZ v. DAVIS, 99-7504|99-7504|The federal Bureau of Prisons has the discretion to consider preconviction conduct when implementing Congress' goal of rewarding nonviolent offenders who complete a substance abuse program.
SOLID WASTE AGENCY OF NORTHERN COOK COUNTY v. U.S. ARMY CORPS OF ENG'RS, 99-1178|99-1178|Title 33 CFR 328.3(a)(3) exceeds the authority of The Clean Water Act at 33 USC 1344(a) (regulating the discharge of dredged or fill material into navigable waters) when applied to an abandoned sand and gravel pit which provides habitat for migratory birds.
GLOVER v. US, 99-8576|99-8576|Even minimal jail time can qualify as prejudice for Strickland purposes. An incorrect sentencing calculation can be corrected on appeal, but not if courts set up arbitrary guidelines about whether an increased sentence is significant.
GITLITZ v. COMM'R OF INTERNAL REVENUE, 99-1295|99-1295|"26 USC 108(a) provides only that an insolvent S corporation's discharge of debt ceases to be included in gross income, but does not change the character of the discharge as ""an item of income,"" so taxpayers may thus increase their basis in the shares and deduct suspended losses."
LEGAL SERV. CORP. v. VELAZQUEZ, 99-603.html|99-603.html|"Section 504(a)(16) of the Omnibus Consolidated Rescissions and Appropriations Act of 1996, which excludes LSC representation in cases which ""involve an effort to amend or otherwise challenge existing law"", violates the First Amendment and distorts the legal system by altering the traditional role of the attorneys."
COOK v. GRALIKE, 99-929|99-929|States may not use ballots for congressional elections as a means of indirectly imposing restrictions on candidates for federal office because the Constitution does not delegate such power under the Elections Clause.
WHITMAN v. AM. TRUCKING ASS'NS, INC., 99-1257|99-1257|The Clean Air Act, at 42 USC 7409(b), does not permit the Administrator to consider implementation costs in setting national ambient air quality standards, nor does it delegate legislative power to the EPA.
SEMTEK INT'L INC. v. LOCKHEED MARTIN CORP., 99-1551|99-1551|Because diversity jurisdiction incorporates state claim-preclusion law, federal law giving res judicata effect to judgments based on a state statute of limitations would violate the Rules Enabling Act, 28 USC 2072(b).
BUCKMAN CO. v. PLAINTIFFS' LEGAL COMM., 98-1768|98-1768|Plaintiffs' claims that pedicle screw injuries would not have been caused but for the manufacturer's fraudulent misrepresentations to the Food and Drug Administration are pre-empted by 21 USC 301.
BD. OF TR. OF THE UNIV. OF ALABAMA v. GARRETT, 99-1240|99-1240|State employees may not sue in federal court to recover money damages for the State's failure to comply with the ADA because Congress' abrogation of the Eleventh Amendment was not based upon an identified a pattern of irrational and unconstitutional state discrimination in employment against the disabled.
